id,common_name,scientific_name,other_name,family,origin,type,dimension,cycle,attracts,propagation,watering,depth_water_requirement,volume_water_requirement,watering_period,plant_anatomy,sunlight,pruning_month,pruning_count,seeds,maintenance,care-guides,soil,growth_rate,drought_tolerant,salt_tolerant,thorny,invasive,tropical,indoor,care_level,pest_susceptibility,pest_susceptibility_api,flowers,flowering_season,flower_color,cones,fruits,edible_fruit,edible_fruit_taste_profile,fruit_nutritional_value,fruit_color,harvest_season,leaf,leaf_color,edible_leaf,cuisine,medicinal,poisonous_to_humans,poisonous_to_pets,description,other_images,dimensions.type,dimensions.min_value,dimensions.max_value,dimensions.unit,hardiness.min,hardiness.max,hardiness_location.full_url,hardiness_location.full_iframe,watering_general_benchmark.value,watering_general_benchmark.unit,depth_water_requirement.unit,depth_water_requirement.value,pruning_count.amount,pruning_count.interval,volume_water_requirement.unit,volume_water_requirement.value
866,Cape pondweed,['Aponogeton distachyos'],[],Aponogetonaceae,['Southern Africa'],Reed,0.50 to 4.00 feet,Herbaceous Perennial,[],"['Division', 'Seed Propagation', 'Cutting', 'Layering Propagation']",Frequent,[],[],,"[{'part': 'stems', 'color': ['green']}, {'part': 'flowers', 'color': ['white', 'white-lime']}, {'part': 'leaves', 'color': ['gray-green', 'red-green-yellow']}, {'part': 'stalks', 'color': ['brown-green']}]","['Full sun', 'part shade']","['March', 'April', 'May', 'June', 'July', 'August', 'September', 'May', 'June', 'July', 'August', 'August', 'May']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=866&key=sk-dqie67d1dc1956c4b9115,[],Low,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,White,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['green'],FALSE,FALSE,TRUE,FALSE,FALSE,"Cape Pondweed is an amazing species of aquatic plant native to south-eastern Africa. This perennial plant has unique lobed foliage, which gives it an attractive appearance in aquaria and ponds. It also produces showy white flowers that rise above the surface of the water. The rhizomes of Cape Pondweed form a strong root system, and the stolons help the perennial to quickly spread through the water. Its fast-growing stems can reach up to a metre long, providing necessary shelter and shade for aquatic wildlife. Being easy to find in most aquarium stores, this species is a popular choice for water gardens and aquascaping, and is an excellent water purifier.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,0.5,4.0,feet,6,10,https://perenual.com/api/hardiness-map?species_id=866&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=866&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,,,,,,
910,arachnoides,"[""Arachniodes simplicior 'Variegata'""]",[],Dryopteridaceae,['Japan'],Fern,1.00 to 2.00 feet,Perennial,[],"['Division', 'Cutting', 'Layering Propagation', 'Seed Propagation', 'Spore Propagation']",Frequent,,[],,[],"['Part shade', 'full shade']","['February', 'March', 'April']",[],FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=910&key=sk-dqie67d1dc1956c4b9115,[],Low,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Non-flowering,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['green', 'yellow', 'white']",FALSE,FALSE,FALSE,FALSE,FALSE,"Arachnoides (Arachniodes simplicior ‘Variegata’) is an eye-catching evergreen fern with lattice-shaped leaflets and margins heavily fringed with white, making it look like it has been delicately painted. It's an amazing plant to add some texture and interest to any woodland, mixed border, or even a rock garden with its vivid variegation. This evergreen fern is also very hardy and grows well in shady, moist, acidic soil, making it extremely easy to take care of. Its bright, feathery foliage will light up any dark corner of the garden. Arachnoides (Arachniodes simplicior ‘Variegata’) is an amazing plant to add some excitement to your garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,1.0,2.0,feet,6,9,https://perenual.com/api/hardiness-map?species_id=910&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=910&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,cm,8,,,,
911,Chinese angelica tree,['Aralia chinensis'],[],Araliaceae,"['China', 'Vietnam', 'Malaysia']",Deciduous shrub,12.00 to 20.00 feet,Perennial,"['Birds', ' Butterflies']","['Air Layering Propagation', 'Grafting Propagation', 'Cutting', 'Seed Propagation']",Average,,[],,[],"['Full sun', 'part shade']","['May', 'June', 'July', 'May']",[],FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=911&key=sk-dqie67d1dc1956c4b9115,[],Low,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Off-white,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['green'],FALSE,FALSE,TRUE,FALSE,TRUE,"The Chinese Angelica Tree (Aralia chinensis) is an amazing species due to its adaptability and fast growth rate. It's easy to care for, with glossy, bright green leaves and fragrant yellowish-white flowers in the summer. It grows tall and can reach heights up to 8 feet in ideal conditions. It's a species that is known for its resilience and will even tolerate shady conditions. It is a great species for helping to create a wind break, to help form a beautiful screen, or to create a great canopy to help create a comfortable atmosphere for any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,12.0,20.0,feet,7,10,https://perenual.com/api/hardiness-map?species_id=911&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=911&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,inch,1,,,,
917,Norfolk Island pine,['Araucaria heterophylla'],[],Araucariaceae,['Norfolk Island'],Needled evergreen,100.00 to 200.00 feet,Perennial,[],"['Seed Propagation', 'Stem Propagation']",Average,[],[],,"[{'part': 'branches', 'color': ['brown', 'green', 'yellow-green']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stem', 'color': ['brown']}, {'part': 'pine', 'color': ['lime-green']}, {'part': 'pines', 'color': ['lime-green']}]",['Part shade'],"['May', 'December', 'January', 'February']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=917&key=sk-dqie67d1dc1956c4b9115,['Well-drained'],Low,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Moderate,"['Mealybugs', ' Mites', ' Scale insects', ' Thrips', '  Pest resistant', ' Disease resistant ']",Coming Soon,TRUE,,"Male Cone, Yellow, Brown",TRUE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"The Norfolk Island pine is an evergreen coniferous tree that is native to small Norfolk island between New Zealand and Australia. Its unusual pyramid shape makes it a popular landscape species and a favoured indoor plant. Not only is the Norfolk Island pine an attractive-looking tree, it is also a very versatile species. It is one of few plants that thrive in salty air, so it is a great choice for coastal gardens, as well as indoor spaces. The tree grows very slowly, but it is drought-tolerant and relatively pest-free, which makes it a great choice for Low-Maintenance gardeners. The overall beauty and adaptability of the Norfolk Island pine make it an amazing addition to any landscape.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,100.0,200.0,feet,9,10,https://perenual.com/api/hardiness-map?species_id=917&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=917&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,,,,,,
918,hybrid strawberry tree,['Arbutus andrachnoides'],[],Ericaceae,"['Greece', 'Turkey']",Broadleaf evergreen,15.00 to 25.00 feet,Perennial,[],"['Cutting', 'Layering Propagation', 'Grafting Propagation', 'Air Layering Propagation', 'Seed Propagation']",Average,,[],,[],['Full sun'],"['March', 'April']",,TRUE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=918&key=sk-dqie67d1dc1956c4b9115,[],Low,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,White to pale pink,FALSE,TRUE,TRUE,Coming Soon,Coming Soon,"['green', 'red', 'yellow']",Fall,TRUE,['green'],FALSE,FALSE,TRUE,FALSE,FALSE,"The hybrid strawberry tree (Arbutus andrachnoides) is one of the most amazing plants you can find. It is a stunning evergreen that can keep its beautiful leaves year-round. It has white and pink-tinged flowers in early spring and dark red edible fruits in late summer. Its fruits are small but loaded with flavors. Its bark is also stunning with its patchy combination of smooth and flaky texture. This tree is also very hardy and can grow in a wide range of climates and terrains, so it's perfect for any garden. Hybrid strawberry trees make a great addition to any landscape, with their amazing looks and delicious fruits.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,15.0,25.0,feet,7,10,https://perenual.com/api/hardiness-map?species_id=918&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=918&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,inch,1,1.0,yearly,,
919,strawberry tree,"[""Arbutus unedo 'Oktoberfest'""]",['Apple of Cain; Cane Apple'],Ericaceae,"['Southern Europe', 'western Asia', 'northern Africa']",tree,Height:  25 feet,Perennial,[],"['Greenwood Cuttings', 'Greenwood Cuttings', 'Hardwood Cuttings', 'Seed Propagation']",Minimum,,[],,"[{'part': 'bark', 'color': ['red-brown']}, {'part': 'stalks', 'color': ['lime-green']}, {'part': 'fruit', 'color': ['orange-yellow-red', 'orang-yellow-red']}, {'part': 'flowers', 'color': ['white-pink']}, {'part': 'leaves', 'color': ['green']}, {'part': 'branch', 'color': ['brown']}, {'part': 'stalk', 'color': ['red-brown']}]","['Full sun', ' Part sun/part shade', ' Sheltered']","['February', 'March', 'April']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=919&key=sk-dqie67d1dc1956c4b9115,['Well-drained'],Moderate,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Medium,"['Fungal leaf spot', ' Root rot', ' Scale insects', '  Drought resistant ']",Coming Soon,TRUE,Winter,Pinkish white,FALSE,TRUE,TRUE,Coming Soon,Coming Soon,"['green', 'red', 'yellow']",Fall,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"The strawberry tree (Arbutus unedo 'Oktoberfest') is a truly unique and amazing plant. Abundant clusters of white bell-shaped flowers bloom in the fall and give way to glossy red fruit in winter, thus resembling large red strawberries! In spring, its appealing evergreen foliage appears, giving a lush and colorful look year-round. Not to mention its attractive bark and the sweet smell of its flowers and fruit! The proud size of 6-10 feet and its ornamental shape make it a real eye catcher in any garden. Add to this its ability to tolerate drought and coastal conditions and it is a truly amazing plant!",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,Height,25.0,25.0,feet,7,7,https://perenual.com/api/hardiness-map?species_id=919&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=919&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,inches,2,,,,
925,hen's eyes,['Ardisia crenata'],[],Primulaceae,"['Japan', 'Northern India']",Broadleaf evergreen,4.00 to 5.00 feet,Perennial,[],"['Seed Propagation', 'Cutting', 'Layering Propagation', 'Grafting Propagation']",Average,,[],,"[{'part': 'stem', 'color': ['red-brown']}, {'part': 'stalk', 'color': ['red-brown']}, {'part': 'berries', 'color': ['bright-red']}, {'part': 'leaves', 'color': ['yellow-green']}]","['part shade', 'part sun/part shade']","['February', 'March', 'April']",[],TRUE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=925&key=sk-dqie67d1dc1956c4b9115,[],Low,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Medium,[],Coming Soon,TRUE,,Pinkish-white,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,['red'],Fall,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"Hen's Eyes (Ardisia crenata) is an amazing plant species. It is a tropical, evergreen shrub with glossy, dark green foliage. This tropical beauty blooms with a plethora of delicate, white flowers. The petals of the flowers curve upwards, resembling the appearance of a hen’s eyes. Throughout the year, it produces berries, which start off green before maturing to a glossy, deep purple hue. Its berries are popular among birds and other wildlife. Hen's Eyes is a great addition to any garden or landscaping due to its stunning foliage and bright-colored berries.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,4.0,5.0,feet,8,10,https://perenual.com/api/hardiness-map?species_id=925&size=og&key=sk-dqie67d1dc1956c4b9115,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=925&size=og&key=sk-dqie67d1dc1956c4b9115'></iframe>,,days,inch,1,,,,
926,marlberry,['Ardisia japonica'],[],Primulaceae,['Asia'],Broadleaf evergreen,0.50 to 1.00 feet,Perennial,[],"['Seed Propagation', 'Cutting', 'Layering Propagation', 'Grafting Propagation']",Average,[],[],,[],"['Part shade', 'full shade']","['February', 'March', 'April', 'May', 'June', 'July', 'August', 'September', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'September']",,TRUE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=926&key=sk-Rshi67d1dca73e4be9116,[],Low,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,White to pale pink,FALSE,TRUE,TRUE,Coming Soon,Coming Soon,['red'],Fall,TRUE,['green'],FALSE,FALSE,TRUE,FALSE,TRUE,"Marlberry, or Ardisia japonica, is an amazing and unique plant species native to East Asia. Known for its vibrant pink to red berries, these small evergreen shrubs feature excellent drought tolerance, as well as cold and humidity tolerance. As an added bonus, Marlberry is adaptable to a wide range of soils, making it extremely versatile when it comes to landscaping projects. Rather modest in size, Marlberry is easy to maintain and can be trained for use as a low hedge or as a specimen plant, adding vibrant color and lush foliage all year round. With its easy maintenance, Marlberry is a great addition to any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,0.5,1.0,feet,8,10,https://perenual.com/api/hardiness-map?species_id=926&size=og&key=sk-Rshi67d1dca73e4be9116,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=926&size=og&key=sk-Rshi67d1dca73e4be9116'></iframe>,,days,,,1.0,yearly,,
930,arisaema,['Arisaema engleri'],[],Araceae,['China'],Cactus,1.50 to 2.00 feet,Herbaceous Perennial,[],"['Division', 'Seed Propagation', 'Tissue Culture']",Frequent,[],[],,"[{'part': 'stalk', 'color': ['red-brown', 'gray-purple']}, {'part': 'spathe', 'color': ['black']}, {'part': 'leaves', 'color': ['green']}]","['Part shade', 'full shade']","['March', 'April', 'May']",,FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=930&key=sk-Rshi67d1dca73e4be9116,[],Low,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Purple flower spike with brownish-purple white-lined bract,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,[],FALSE,FALSE,FALSE,FALSE,FALSE,Arisaema engleri is an amazing plant species known for its tough and unique foliage. This species of wild ginger is native to Japan and features a lovely blend of evergreen and deciduous leaves. The purple-white spathe flowers bloom in July and can reach a length of up to 8 inches. The vibrant green leaves start off looking almost like a bright fan-shaped crown and then straighten and darken over time. This plant is incredibly hardy and can tolerate a wide range of climates from dry to wet soils. Arisaema engleri is an incredibly attractive plant that is sure to be the envy of your garden.,Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,1.5,2.0,feet,6,9,https://perenual.com/api/hardiness-map?species_id=930&size=og&key=sk-Rshi67d1dca73e4be9116,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=930&size=og&key=sk-Rshi67d1dca73e4be9116'></iframe>,,days,,,1.0,yearly,,
934,arisaema,['Arisaema ternatipartitum'],[],Araceae,['Japan'],Herb,0.50 to 1.50 feet,Herbaceous Perennial,[],"['Division', 'Seed Propagation', 'Tissue Culture']",Frequent,[],[],,"[{'part': 'spathe', 'color': ['-purple']}, {'part': 'leaves', 'color': ['green']}]","['Part shade', 'full shade']","['March', 'April']",[],FALSE,Moderate,http://perenual.com/api/species-care-guide-list?species_id=934&key=sk-Rshi67d1dca73e4be9116,[],Low,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Chocolate maroon,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['green', 'yellow', 'white']",FALSE,FALSE,FALSE,FALSE,FALSE,"Arisaema ternatipartitum, aka the Three-Sectioned Cobra Lily, is an amazing plant species favored by those looking for a colorful conversation piece. With it’s unique, three-parted ""cobra head"" replicating a cobra hood, the Arisaema is a sight to marvel at. Not only striking in appearance, the flowers have a perfume fragrance that will waft through any garden. Arisaema is a hardy species that can easily withstand cold temperatures and needs minimal maintenance. It’s a wonderful addition to any garden that will bring life and character to the area.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,0.5,1.5,feet,6,9,https://perenual.com/api/hardiness-map?species_id=934&size=og&key=sk-Rshi67d1dca73e4be9116,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=934&size=og&key=sk-Rshi67d1dca73e4be9116'></iframe>,,days,,,,,,
